
Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
53	26	16	25	13	18	11	6	5	18
54	26	16	28	13	18	11	6	5	14
55	26	16	28	13	18	11	6	5	17
56	26	16	28	13	18	11	6	5	18
57	26	16	20	13	18	11	6	5	18
58	26	16	20	13	18	12	6	5	17
59	26	16	20	13	18	12	6	5	17
60	26	16	20	13	18	12	6	5	15
61	26	16	20	13	18	12	6	5	14
62	26	16	20	13	18	12	6	5	18
63	26	16	20	22	18	12	6	5	17
64	26	16	20	22	18	12	6	5	17
65	26	16	20	22	18	12	6	5	15
66	26	16	20	22	18	12	6	5	17
67	26	16	20	22	18	12	6	5	16
68	26	16	20	22	18	12	6	5	17
69	26	16	20	22	18	12	6	5	15
70	26	16	20	22	18	12	6	5	16
71	26	16	20	22	18	12	6	5	16
72	26	16	20	22	18	12	6	5	17
73	26	16	20	22	18	12	6	5	16
74	26	16	20	22	18	12	6	5	13
75	26	16	20	22	18	12	6	5	15
76	26	16	20	22	18	12	6	5	15
77	26	16	20	22	18	12	6	5	16
78	26	16	20	22	18	12	6	5	14
79	26	16	20	22	18	12	6	5	16
80	26	16	20	22	18	12	6	5	14
81	26	16	20	22	18	12	6	5	16
82	26	16	20	22	18	12	6	5	15
83	26	16	20	22	18	12	6	5	16
84	26	16	20	22	18	12	6	5	16
85	26	16	20	22	18	12	6	5	17
86	26	16	20	22	18	12	6	5	17
87	26	16	20	22	18	12	6	5	17
88	26	16	20	22	18	12	6	5	15
89	26	16	20	22	18	12	6	5	17
90	26	16	20	22	18	12	6	5	16
91	26	16	20	22	18	12	6	5	13
92	26	16	20	22	18	12	6	5	17
93	26	16	20	22	18	12	6	5	17
94	26	16	20	22	18	12	6	5	17
95	26	16	20	22	18	12	6	5	18
96	26	16	20	13	18	12	6	5	18
97	26	16	20	13	18	12	11	5	15
98	26	16	20	13	18	12	11	5	16
99	26	16	20	13	18	12	11	5	12
100	26	16	20	13	18	12	11	5	18

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	26	16	20	13	18	12	11	5	16
1	26	16	20	13	18	12	11	5	17
2	26	16	20	13	18	12	11	5	15
3	26	16	20	13	18	12	11	5	12
4	26	16	20	13	18	12	11	5	15
5	26	16	20	13	18	12	11	5	17
6	26	16	20	13	18	12	11	5	17
7	26	16	20	13	18	12	11	5	18
8	26	16	20	13	18	14	11	5	17
9	26	16	20	13	18	14	11	5	16
10	26	16	20	13	18	14	11	5	17
11	26	16	20	13	18	14	11	5	16
12	26	16	20	13	18	14	11	5	18
13	26	16	20	13	18	14	3	5	18
14	26	16	20	13	18	14	4	5	19
15	26	16	20	13	18	12	4	5	17
16	26	16	20	13	18	12	4	5	17
17	26	16	20	13	18	12	4	5	16
18	26	16	20	13	18	12	4	5	17
19	26	16	20	13	18	12	4	5	18
20	26	16	20	13	18	12	4	5	17
21	26	16	20	13	18	12	4	5	13
22	26	16	20	13	18	12	4	5	18
23	26	16	20	13	18	12	4	5	18
24	26	16	20	13	18	12	4	5	15
25	26	16	20	13	18	12	4	5	18
26	26	16	20	13	18	12	4	5	18
27	26	16	20	13	18	12	4	5	16
28	26	16	20	13	18	12	4	5	14
29	26	16	20	13	18	12	4	5	18
30	26	16	20	13	18	12	4	5	16
31	26	16	20	13	18	12	4	5	17
32	26	16	20	13	18	12	4	5	14
33	26	16	20	13	18	12	4	5	17
34	26	16	20	13	18	12	4	5	17
35	26	16	20	13	18	12	4	5	19
36	26	23	20	13	18	12	4	5	15
37	26	23	20	13	18	12	4	5	17
38	26	23	20	13	18	12	4	5	15
39	26	23	20	13	18	12	4	5	14
40	26	23	20	13	18	12	4	5	16
41	26	23	20	13	18	12	4	5	15
42	26	23	20	13	18	12	4	5	15
43	26	23	20	13	18	12	4	5	16
44	26	23	20	13	18	12	4	5	17
45	26	23	20	13	18	12	4	5	18
46	26	23	20	13	18	12	4	5	14
47	26	23	20	13	18	12	4	5	17
48	26	23	20	13	18	12	4	5	17
49	26	23	20	13	18	12	4	5	19
50	26	23	20	13	18	12	4	1	17
51	26	23	20	13	18	12	4	1	17
52	26	23	20	13	18	12	4	1	17
53	26	23	20	13	18	12	4	1	18
54	26	23	20	13	18	12	4	1	19
55	26	23	20	13	18	5	4	1	18
56	26	23	20	13	18	5	4	1	15
57	26	23	20	13	18	5	4	1	19
58	26	23	20	13	18	12	4	1	15
59	26	23	20	13	18	12	4	1	16
60	26	23	20	13	18	12	4	1	17
61	26	23	20	13	18	12	4	1	16
62	26	23	20	13	18	12	4	1	16
63	26	23	20	13	18	12	4	1	19
64	26	23	20	13	18	12	4	10	17
65	26	23	20	13	18	12	4	10	16
66	26	23	20	13	18	12	4	10	16
67	26	23	20	13	18	12	4	10	19
68	26	23	19	13	18	12	4	10	17
69	26	23	19	13	18	12	4	10	17
70	26	23	19	13	18	12	4	10	18
71	26	23	19	13	18	12	4	10	19
72	26	23	19	13	18	12	7	10	18
73	26	23	19	13	18	12	7	10	18
74	26	23	19	13	18	12	7	10	17
75	26	23	19	13	18	12	7	10	16
76	26	23	19	13	18	12	7	10	15
77	26	23	19	13	18	12	7	10	15
78	26	23	19	13	18	12	7	10	18
79	26	23	19	13	18	12	7	10	15
80	26	23	19	13	18	12	7	10	16
81	26	23	19	13	18	12	7	10	19
82	27	23	19	13	18	12	7	10	18
83	27	23	19	13	18	12	7	10	19
84	27	23	19	13	18	8	7	10	18
85	27	23	19	13	18	8	7	10	16
86	27	23	19	13	18	8	7	10	18
87	27	23	19	13	18	8	7	10	17
88	27	23	19	13	18	8	7	10	19
89	27	23	19	13	18	1	7	10	18
90	27	23	19	13	18	1	7	10	15
91	27	23	19	13	18	1	7	10	17
92	27	23	19	13	18	1	7	10	18
93	27	23	19	13	18	1	7	10	18
94	27	23	19	13	18	1	7	10	15
95	27	23	19	13	18	1	7	10	15
96	27	23	19	13	18	1	7	10	15
97	27	23	19	13	18	1	7	10	17
98	27	23	19	13	18	1	7	10	17
99	27	23	19	13	18	1	7	10	18
100	27	23	19	13	18	1	7	10	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	27	23	19	13	18	1	7	10	17
1	27	23	19	13	18	1	7	10	14
2	27	23	19	13	18	1	7	10	15
3	27	23	19	13	18	1	7	10	17
4	27	23	19	13	18	1	7	10	19
5	27	23	19	13	18	4	7	10	17
6	27	23	19	13	18	4	7	10	17
7	27	23	19	13	18	4	7	10	18
8	27	23	19	13	18	4	7	10	18
9	27	23	19	13	18	4	7	10	16
10	27	23	19	13	18	4	7	10	19
11	27	23	19	13	18	4	7	8	15
12	27	23	19	13	18	4	7	8	17
13	27	23	19	13	18	4	7	8	17
14	27	23	19	13	18	4	7	8	19
15	27	23	19	13	18	1	7	8	16
16	27	23	19	13	18	1	7	8	17
17	27	23	19	13	18	1	7	8	17
18	27	23	19	13	18	1	7	8	16
19	27	23	19	13	18	1	7	8	16
20	27	23	19	13	18	1	7	8	17
21	27	23	19	13	18	1	7	8	16
22	27	23	19	13	18	1	7	8	17
23	27	23	19	13	18	1	7	8	17
24	27	23	19	13	18	1	7	8	16
25	27	23	19	13	18	1	7	8	17
26	27	23	19	13	18	1	7	8	19
27	27	23	19	13	18	1	7	4	17
28	27	23	19	13	18	1	7	4	14
29	27	23	19	13	18	1	7	4	17
30	27	23	19	13	18	1	7	4	14
31	27	23	19	13	18	1	7	4	18
32	27	23	19	13	18	1	7	4	15
33	27	23	19	13	18	1	7	4	16
34	27	23	19	13	18	1	7	4	16
35	27	23	19	13	18	1	7	4	18
36	27	23	19	13	18	1	7	4	18
37	27	23	19	13	18	1	7	4	16
38	27	23	19	13	18	1	7	4	16
39	27	23	19	13	18	1	7	4	17
40	27	23	19	13	18	1	7	4	14
41	27	23	19	13	18	1	7	4	16
42	27	23	19	13	18	1	7	4	16
43	27	23	19	13	18	1	7	4	17
44	27	23	19	13	18	1	7	4	16
45	27	23	19	13	18	1	7	4	16
46	27	23	19	13	18	1	7	4	17
47	27	23	19	13	18	1	7	4	14
48	27	23	19	13	18	1	7	4	16
49	27	23	19	13	18	1	7	4	17
50	27	23	19	13	18	1	7	4	15
51	27	23	19	13	18	1	7	4	19
52	26	23	19	13	18	1	7	4	15
53	26	23	19	13	18	1	7	4	19
54	26	23	19	13	18	1	15	4	17
55	26	23	19	13	18	1	15	4	17
56	26	23	19	13	18	1	15	4	17
57	26	23	19	13	18	1	15	4	18
58	26	23	19	13	18	1	15	4	15
59	26	23	19	13	18	1	15	4	16
60	26	23	19	13	18	1	15	4	17
61	26	23	19	13	18	1	15	4	17
62	26	23	19	13	18	1	15	4	17
63	26	23	19	13	18	1	15	4	18
64	26	23	19	13	18	1	15	4	16
65	26	23	19	13	18	1	15	4	17
66	26	23	19	13	18	1	15	4	17
67	26	23	19	13	18	1	15	4	17
68	26	23	19	13	18	1	15	4	17
69	26	23	19	13	18	1	15	4	14
70	26	23	19	13	18	1	15	4	14
71	26	23	19	13	18	1	15	4	14
72	26	23	19	13	18	1	15	4	17
73	26	23	19	13	18	1	15	4	15
74	26	23	19	13	18	1	15	4	18
75	26	23	19	13	18	1	15	4	18
76	26	23	19	13	18	1	15	4	17
77	26	23	19	13	18	1	15	4	16
78	26	23	19	13	18	1	15	4	18
79	26	23	19	13	18	1	15	4	17
80	26	23	19	13	18	1	15	4	16
81	26	23	19	13	18	1	15	4	16
82	26	23	19	13	18	1	15	4	18
83	26	23	19	13	18	1	15	4	15
84	26	23	19	13	18	1	15	4	16
85	26	23	19	13	18	1	15	4	17
86	26	23	19	13	18	1	15	4	17
87	26	23	19	13	18	1	15	4	17
88	26	23	19	13	18	1	15	4	18
89	26	23	19	13	18	1	15	4	16
90	26	23	19	13	18	1	15	4	16
91	26	23	19	13	18	1	15	4	17
92	26	23	19	13	18	1	15	4	17
93	26	23	19	13	18	1	15	4	17
94	26	23	19	13	18	1	15	4	17
95	26	23	19	13	18	1	15	4	18
96	26	23	19	13	18	1	15	4	16
97	26	23	19	13	18	1	15	4	14
98	26	23	19	13	18	1	15	4	18
99	26	23	19	13	18	1	15	4	18
100	26	23	19	13	18	1	15	4	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	26	23	19	13	18	1	15	4	17
1	26	23	19	13	18	1	15	4	17
2	26	23	19	13	18	1	15	4	17
3	26	23	19	13	18	1	15	4	17
4	26	23	19	13	18	1	15	4	18
5	26	23	19	13	18	1	15	4	16
6	26	23	19	13	18	1	15	4	18
7	26	23	19	13	18	1	15	4	18
8	26	23	19	13	18	1	15	4	18
9	26	23	19	13	18	1	15	4	17
10	26	23	19	13	18	1	15	4	15
11	26	23	19	13	18	1	15	4	15
12	26	23	19	13	18	1	15	4	18
13	26	23	19	13	18	1	15	4	14
14	26	23	19	13	18	1	15	4	19
15	26	23	19	13	18	1	12	4	17
16	26	23	19	13	18	1	12	4	17
17	26	23	19	13	18	1	12	4	14
18	26	23	19	13	18	1	12	4	19
19	26	23	19	13	18	1	8	4	17
20	26	23	19	13	18	1	8	4	15
21	26	23	19	13	18	1	8	4	18
22	26	23	19	13	18	1	8	4	15
23	26	23	19	13	18	1	8	4	17
24	26	23	19	13	18	1	8	4	16
25	26	23	19	13	18	1	8	4	14
26	26	23	19	13	18	1	8	4	19
27	26	23	19	13	18	1	15	4	16
28	26	23	19	13	18	1	15	4	17
29	26	23	19	13	18	1	15	4	17
30	26	23	19	13	18	1	15	4	18
31	26	23	19	13	18	1	15	4	18
32	26	23	19	13	18	1	15	4	14
33	26	23	19	13	18	1	15	4	16
34	26	23	19	13	18	1	15	4	17
35	26	23	19	13	18	1	15	4	17
36	26	23	19	13	18	1	15	4	16
37	26	23	19	13	18	1	15	4	16
38	26	23	19	13	18	1	15	4	18
39	26	23	19	13	18	1	15	4	15
40	26	23	19	13	18	1	15	4	14
41	26	23	19	13	18	1	15	4	16
42	26	23	19	13	18	1	15	4	17
43	26	23	19	13	18	1	15	4	18
44	26	23	19	13	18	1	15	4	18
45	26	23	19	13	18	1	15	4	17
46	26	23	19	13	18	1	15	4	18
47	26	23	19	13	18	1	15	4	18
48	26	23	19	13	18	1	15	4	15
49	26	23	19	13	18	1	15	4	18
50	26	23	19	13	18	1	15	4	18
51	26	23	19	13	18	1	15	4	17
52	26	23	19	13	18	1	15	4	17
53	26	23	19	13	18	1	15	4	17
54	26	23	19	13	18	1	15	4	18
55	26	23	19	13	18	1	15	4	18
56	26	23	19	13	18	1	15	4	16
57	26	23	19	13	18	1	15	4	17
58	26	23	19	13	18	1	15	4	17
59	26	23	19	13	18	1	15	4	17
60	26	23	19	13	18	1	15	4	17
61	26	23	19	13	18	1	15	4	19
62	26	23	19	13	18	8	15	4	16
63	26	23	19	13	18	8	15	4	16
64	26	23	19	13	18	8	15	4	17
65	26	23	19	13	18	8	15	4	18
66	26	23	19	13	18	8	15	4	13
67	26	23	19	13	18	8	15	4	19
68	26	23	16	13	18	8	15	4	17
69	26	23	16	13	18	8	15	4	15
70	26	23	16	13	18	8	15	4	19
71	26	23	16	13	18	8	10	4	17
72	26	23	16	13	18	8	10	4	14
73	26	23	16	13	18	8	10	4	18
74	26	23	16	13	18	8	10	4	15
75	26	23	16	13	18	8	10	4	17
76	26	23	16	13	18	8	10	4	16
77	26	23	16	13	18	8	10	4	19
78	26	23	16	13	18	11	10	4	18
79	26	23	16	13	18	11	10	4	18
80	26	23	16	13	18	11	10	4	16
81	26	23	16	13	18	11	10	4	17
82	26	23	16	13	18	11	10	4	19
83	26	23	16	13	18	11	10	14	14
84	26	23	16	13	18	11	10	14	17
85	26	23	16	13	18	11	10	14	14
86	26	23	16	13	18	11	10	14	17
87	26	23	16	13	18	11	10	14	18
88	26	23	16	13	18	11	10	14	15
89	26	23	16	13	18	11	10	14	17
90	26	23	16	13	18	11	10	14	15
91	26	23	16	13	18	11	10	14	18
92	26	23	16	13	18	11	10	14	19
93	26	23	16	13	18	4	10	14	18
94	26	23	16	13	18	4	10	14	17
95	26	23	16	13	18	4	10	14	19
96	26	23	16	13	18	11	10	14	16
97	26	23	16	13	18	11	10	14	16
98	26	23	16	13	18	11	10	14	17
99	26	23	16	13	18	11	10	14	16
100	26	23	16	13	18	11	10	14	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	26	23	16	13	18	11	10	14	17
1	26	23	16	13	18	11	10	14	15
2	26	23	16	13	18	11	10	14	17
3	26	23	16	13	18	11	10	14	18
4	26	23	16	13	18	11	10	14	17
5	26	23	16	13	18	11	10	14	17
6	26	23	16	13	18	11	10	14	17
7	26	23	16	13	18	11	10	14	19
8	26	23	16	13	18	11	5	14	16
9	26	23	16	13	18	11	5	14	16
10	26	23	16	13	18	11	5	14	18
11	26	23	16	13	18	11	5	14	15
12	26	23	16	13	18	11	5	14	18
13	26	23	16	13	18	11	5	14	18
14	26	23	16	13	18	11	5	14	14
15	26	23	16	13	18	11	5	14	13
16	26	23	16	13	18	11	5	14	13
17	26	23	16	13	18	11	5	14	18
18	26	23	16	13	18	11	5	14	16
19	26	23	16	13	18	11	5	14	17
20	26	23	16	13	18	11	5	14	18
21	26	23	16	13	18	11	5	14	17
22	26	23	16	13	18	11	5	14	17
23	26	23	16	13	18	11	5	14	18
24	26	23	16	13	18	11	5	14	15
25	26	23	16	13	18	11	5	14	17
26	26	23	16	13	18	11	5	14	18
27	26	23	16	13	18	11	5	14	13
28	26	23	16	13	18	11	5	14	17
29	26	23	16	13	18	11	5	14	15
30	26	23	16	13	18	11	5	14	16
31	26	23	16	13	18	11	5	14	15
32	26	23	16	13	18	11	5	14	15
33	26	23	16	13	18	11	5	14	17
34	26	23	16	13	18	11	5	14	13
35	26	23	16	13	18	11	5	14	17
36	26	23	16	13	18	11	5	14	17
37	26	23	16	13	18	11	5	14	17
38	26	23	16	13	18	11	5	14	13
39	26	23	16	13	18	11	5	14	16
40	26	23	16	13	18	11	5	14	17
41	26	23	16	13	18	11	5	14	18
42	26	23	16	13	18	11	5	14	17
43	26	23	16	13	18	11	5	14	17
44	26	23	16	13	18	11	5	14	18
45	26	23	16	13	18	11	5	14	17
46	26	23	16	13	18	11	5	14	15
47	26	23	16	13	18	11	5	14	17
48	26	23	16	13	18	11	5	14	16
49	26	23	16	13	18	11	5	14	15
50	26	23	16	13	18	11	5	14	18
51	26	23	16	13	18	11	5	14	14
52	26	23	16	13	18	11	5	14	19
53	26	23	16	13	18	11	10	14	17
54	26	23	16	13	18	11	10	14	16
55	26	23	16	13	18	11	10	14	17
56	26	23	16	13	18	11	10	14	17
57	26	23	16	13	18	11	10	14	17
58	26	23	16	13	18	11	10	14	17
59	26	23	16	13	18	11	10	14	14
60	26	23	16	13	18	11	10	14	18
61	26	23	16	13	18	11	10	14	18
62	26	23	16	13	18	11	10	14	17
63	26	23	16	13	18	11	10	14	15
64	26	23	16	13	18	11	10	14	17
65	26	23	16	13	18	11	10	14	17
66	26	23	16	13	18	11	10	14	17
67	26	23	16	13	18	11	10	14	19
68	26	23	16	13	18	11	10	4	16
69	26	23	16	13	18	11	10	4	16
70	26	23	16	13	18	11	10	4	15
71	26	23	16	13	18	11	10	4	18
72	26	23	16	13	18	11	10	4	15
73	26	23	16	13	18	11	10	4	17
74	26	23	16	13	18	11	10	4	16
75	26	23	16	13	18	11	10	4	18
76	26	23	16	13	18	11	10	4	17
77	26	23	16	13	18	11	10	4	18
78	26	23	16	13	18	11	10	4	16
79	26	23	16	13	18	11	10	4	18
80	26	23	16	13	18	11	10	4	16
81	26	23	16	13	18	11	10	4	15
82	26	23	16	13	18	11	10	4	19
83	26	23	28	13	18	11	10	4	17
84	26	23	28	13	18	11	10	4	15
85	26	23	28	13	18	11	10	4	17
86	26	23	28	13	18	11	10	4	17
87	26	23	28	13	18	11	10	4	18
88	26	23	28	13	18	11	10	4	15
89	26	23	28	13	18	11	10	4	17
90	26	23	28	13	18	11	10	4	17
91	26	23	28	13	18	11	10	4	18
92	26	23	28	13	18	11	10	4	17
93	26	23	28	13	18	11	10	4	17
94	26	23	28	13	18	11	10	4	15
95	26	23	28	13	18	11	10	4	14
96	26	23	28	13	18	11	10	4	17
97	26	23	28	13	18	11	10	4	18
98	26	23	28	13	18	11	10	4	17
99	26	23	28	13	18	11	10	4	15
100	26	23	28	13	18	11	10	4	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	26	23	28	13	18	11	10	4	18
1	26	23	28	13	18	11	10	4	17
2	26	23	28	13	18	11	10	4	18
3	26	23	28	13	18	11	10	4	17
4	26	23	28	13	18	11	10	4	17
5	26	23	28	13	18	11	10	4	17
6	26	23	28	13	18	11	10	4	16
7	26	23	28	13	18	11	10	4	18
8	26	23	28	13	18	11	10	4	17
9	26	23	28	13	18	11	10	4	15
10	26	23	28	13	18	11	10	4	15
11	26	23	28	13	18	11	10	4	14
12	26	23	28	13	18	11	10	4	17
13	26	23	28	13	18	11	10	4	18
14	26	23	28	13	18	11	10	4	18
15	26	23	28	13	18	11	10	4	16
16	26	23	28	13	18	11	10	4	15
17	26	23	28	13	18	11	10	4	17
18	26	23	28	13	18	11	10	4	15
19	26	23	28	13	18	11	10	4	18
20	26	23	28	13	18	11	10	4	18
21	26	23	28	13	18	11	10	4	17
22	26	23	28	13	18	11	10	4	18
23	26	23	28	13	18	11	10	4	15
24	26	23	28	13	18	11	10	4	19
25	17	23	28	13	18	11	10	4	16
26	17	23	28	13	18	11	10	4	17
27	17	23	28	13	18	11	10	4	17
28	17	23	28	13	18	11	10	4	18
29	17	23	28	13	18	11	10	4	18
30	17	23	28	13	18	11	10	4	15
31	17	23	28	13	18	11	10	4	15
32	17	23	28	13	18	11	10	4	15
33	17	23	28	13	18	11	10	4	15
34	17	23	28	13	18	11	10	4	15
35	17	23	28	13	18	11	10	4	19
36	17	23	28	13	15	11	10	4	19
37	17	23	28	13	15	9	10	4	17
38	17	23	28	13	15	9	10	4	13
39	17	23	28	13	15	9	10	4	17
40	17	23	28	13	15	9	10	4	17
41	17	23	28	13	15	9	10	4	17
42	17	23	28	13	15	9	10	4	17
43	17	23	28	13	15	9	10	4	17
44	17	23	28	13	15	9	10	4	13
45	17	23	28	13	15	9	10	4	18
46	17	23	28	13	15	9	10	4	16
47	17	23	28	13	15	9	10	4	15
48	17	23	28	13	15	9	10	4	18
49	17	23	28	13	15	9	10	4	14
50	17	23	28	13	15	9	10	4	14
51	17	23	28	13	15	9	10	4	18
52	17	23	28	13	15	9	10	4	17
53	17	23	28	13	15	9	10	4	14
54	17	23	28	13	15	9	10	4	14
55	17	23	28	13	15	9	10	4	15
56	17	23	28	13	15	9	10	4	15
57	17	23	28	13	15	9	10	4	15
58	17	23	28	13	15	9	10	4	15
59	17	23	28	13	15	9	10	4	17
60	17	23	28	13	15	9	10	4	17
61	17	23	28	13	15	9	10	4	14
62	17	23	28	13	15	9	10	4	17
63	17	23	28	13	15	9	10	4	18
64	17	23	28	13	15	9	10	4	18
65	17	23	28	13	15	9	10	4	19
66	17	23	28	13	15	9	2	4	16
67	17	23	28	13	15	9	2	4	17
68	17	23	28	13	15	9	2	4	17
69	17	23	28	13	15	9	2	4	19
70	17	23	28	11	15	9	2	4	18
71	17	23	28	11	15	9	2	4	14
72	17	23	28	11	15	9	2	4	17
73	17	23	28	11	15	9	2	4	18
74	17	23	28	11	15	9	2	4	15
75	17	23	28	11	15	9	2	4	15
76	17	23	28	11	15	9	2	4	20
77	17	23	28	14	15	9	2	4	16
78	17	23	28	14	15	9	2	4	19
79	17	23	28	14	15	9	2	4	18
80	17	23	28	14	15	9	2	4	18
81	17	23	28	14	15	9	2	4	17
82	17	23	28	14	15	9	2	4	15
83	17	23	28	14	15	9	2	4	19
84	17	23	28	14	15	9	2	4	18
85	17	23	28	14	15	9	2	4	18
86	17	23	28	14	15	9	2	4	15
87	17	23	28	14	15	9	2	4	16
88	17	23	28	14	15	9	2	4	19
89	17	23	28	14	15	9	2	4	17
90	17	23	28	14	15	9	2	4	19
91	17	23	28	14	15	9	2	4	18
92	17	23	28	14	15	9	2	4	18
93	17	23	28	14	15	9	2	4	19
94	17	23	28	14	15	9	2	4	18
95	17	23	28	14	15	9	2	4	18
96	17	23	28	14	15	9	2	4	17
97	17	23	28	14	15	9	2	4	15
98	17	23	28	14	15	9	2	4	15
99	17	23	28	14	15	9	2	4	17
100	17	23	28	14	15	9	2	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	17	23	28	14	15	9	2	4	17
1	17	23	28	14	15	9	2	4	18
2	17	23	28	14	15	9	2	4	17
3	17	23	28	14	15	9	2	4	18
4	17	23	28	14	15	9	2	4	18
5	17	23	28	14	15	9	2	4	15
6	17	23	28	14	15	9	2	4	19
7	17	23	28	14	15	9	2	4	17
8	17	23	28	14	15	9	2	4	15
9	17	23	28	14	15	9	2	4	16
10	17	23	28	14	15	9	2	4	19
11	17	23	28	14	15	9	2	4	17
12	17	23	28	14	15	9	2	4	17
13	17	23	28	14	15	9	2	4	16
14	17	23	28	14	15	9	2	4	18
15	17	23	28	14	15	9	2	4	19
16	17	23	28	14	15	9	2	4	18
17	17	23	28	14	15	9	2	4	18
18	17	23	28	14	15	9	2	4	19
19	17	23	28	14	15	9	2	4	16
20	17	23	28	14	15	9	2	4	19
21	17	23	28	14	15	9	2	4	17
22	17	23	28	14	15	9	2	4	19
23	17	23	28	14	15	9	2	4	17
24	17	23	28	14	15	9	2	4	18
25	17	23	28	14	15	9	2	4	17
26	17	23	28	14	15	9	2	4	16
27	17	23	28	14	15	9	2	4	15
28	17	23	28	14	15	9	2	4	17
29	17	23	28	14	15	9	2	4	18
30	17	23	28	14	15	9	2	4	16
31	17	23	28	14	15	9	2	4	18
32	17	23	28	14	15	9	2	4	17
33	17	23	28	14	15	9	2	4	16
34	17	23	28	14	15	9	2	4	19
35	17	23	28	14	15	9	2	4	17
36	17	23	28	14	15	9	2	4	19
37	17	23	28	14	15	9	2	4	16
38	17	23	28	14	15	9	2	4	16
39	17	23	28	14	15	9	2	4	17
40	17	23	28	14	15	9	2	4	16
41	17	23	28	14	15	9	2	4	18
42	17	23	28	14	15	9	2	4	15
43	17	23	28	14	15	9	2	4	15
44	17	23	28	14	15	9	2	4	16
45	17	23	28	14	15	9	2	4	15
46	17	23	28	14	15	9	2	4	18
47	17	23	28	14	15	9	2	4	15
48	17	23	28	14	15	9	2	4	17
49	17	23	28	14	15	9	2	4	17
50	17	23	28	14	15	9	2	4	17
51	17	23	28	14	15	9	2	4	17
52	17	23	28	14	15	9	2	4	18
53	17	23	28	14	15	9	2	4	18
54	17	23	28	14	15	9	2	4	19
55	17	23	28	14	15	9	2	4	17
56	17	23	28	14	15	9	2	4	19
57	17	23	28	14	15	9	2	4	18
58	17	23	28	14	15	9	2	4	16
59	17	23	28	14	15	9	2	4	15
60	17	23	28	14	15	9	2	4	18
61	17	23	28	14	15	9	2	4	16
62	17	23	28	14	15	9	2	4	17
63	17	23	28	14	15	9	2	4	19
64	17	23	28	14	15	9	2	4	18
65	17	23	28	14	15	9	2	4	18
66	17	23	28	14	15	9	2	4	18
67	17	23	28	14	15	9	2	4	19
68	17	23	28	14	15	9	2	4	17
69	17	23	28	14	15	9	2	4	19
70	17	23	28	14	15	9	2	4	18
71	17	23	28	14	15	9	2	4	15
72	17	23	28	14	15	9	2	4	18
73	17	23	28	14	15	9	2	4	17
74	17	23	28	14	15	9	2	4	18
75	17	23	28	14	15	9	2	4	15
76	17	23	28	14	15	9	2	4	19
77	17	23	28	14	15	9	2	4	18
78	17	23	28	14	15	9	2	4	19
79	17	23	28	14	15	9	2	4	18
80	17	23	28	14	15	9	2	4	18
81	17	23	28	14	15	9	2	4	15
82	17	23	28	14	15	9	2	4	16
83	17	23	28	14	15	9	2	4	16
84	17	23	28	14	15	9	2	4	18
85	17	23	28	14	15	9	2	4	17
86	17	23	28	14	15	9	2	4	16
87	17	23	28	14	15	9	2	4	19
88	17	23	28	14	15	9	2	4	19
89	17	23	28	14	15	9	2	4	18
90	17	23	28	14	15	9	2	4	17
91	17	23	28	14	15	9	2	4	17
92	17	23	28	14	15	9	2	4	18
93	17	23	28	14	15	9	2	4	17
94	17	23	28	14	15	9	2	4	18
95	17	23	28	14	15	9	2	4	17
96	17	23	28	14	15	9	2	4	18
97	17	23	28	14	15	9	2	4	19
98	17	23	28	14	15	9	2	4	16
99	17	23	28	14	15	9	2	4	18
100	17	23	28	14	15	9	2	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	17	23	28	14	15	9	2	4	18
1	17	23	28	14	15	9	2	4	16
2	17	23	28	14	15	9	2	4	16
3	17	23	28	14	15	9	2	4	18
4	17	23	28	14	15	9	2	4	17
5	17	23	28	14	15	9	2	4	17
6	17	23	28	14	15	9	2	4	15
7	17	23	28	14	15	9	2	4	17
8	17	23	28	14	15	9	2	4	15
9	17	23	28	14	15	9	2	4	19
10	17	23	28	14	15	9	2	4	19
11	17	23	28	14	15	9	2	4	16
12	17	23	28	14	15	9	2	4	18
13	17	23	28	14	15	9	2	4	19
14	17	23	28	14	15	9	2	4	16
15	17	23	28	14	15	9	2	4	19
16	17	23	28	14	15	9	2	4	17
17	17	23	28	14	15	9	2	4	16
18	17	23	28	14	15	9	2	4	17
19	17	23	28	14	15	9	2	4	16
20	17	23	28	14	15	9	2	4	16
21	17	23	28	14	15	9	2	4	16
