
Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
62	25	23	19	21	12	9	7	2	18
63	25	23	19	21	12	9	7	2	19
64	25	23	19	21	12	9	7	2	15
65	25	23	19	21	12	9	7	2	17
66	25	23	19	21	12	9	7	2	18
67	25	23	19	21	12	9	7	2	19
68	25	23	19	21	12	9	7	2	19
69	25	23	19	21	12	9	7	2	17
70	25	23	19	21	12	9	7	2	19
71	25	23	19	21	12	9	7	2	15
72	25	23	19	21	12	9	7	2	16
73	25	23	19	21	12	9	7	2	19
74	25	23	19	21	12	9	7	2	17
75	25	23	19	21	12	9	7	2	18
76	25	23	19	21	12	9	7	2	19
77	25	23	19	21	12	9	7	2	15
78	25	23	19	21	12	9	7	2	18
79	25	23	19	21	12	9	7	2	19
80	25	23	19	21	12	9	7	2	16
81	25	23	19	21	12	9	7	2	17
82	25	23	19	21	12	9	7	2	19
83	25	23	19	21	12	9	7	2	19
84	25	23	19	21	12	9	7	2	19
85	25	23	19	21	12	9	7	2	18
86	25	23	19	21	12	9	7	2	16
87	25	23	19	21	12	9	7	2	17
88	25	23	19	21	12	9	7	2	18
89	25	23	19	21	12	9	7	2	17
90	25	23	19	21	12	9	7	2	15
91	25	23	19	21	12	9	7	2	16
92	25	23	19	21	12	9	7	2	19
93	25	23	19	21	12	9	7	2	19
94	25	23	19	21	12	9	7	2	18
95	25	23	19	21	12	9	7	2	19
96	25	23	19	21	12	9	7	2	16
97	25	23	19	21	12	9	7	2	17
98	25	23	19	21	12	9	7	2	18
99	25	23	19	21	12	9	7	2	19
100	25	23	19	21	12	9	7	2	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	23	19	21	12	9	7	2	18
1	25	23	19	21	12	9	7	2	19
2	25	23	19	21	12	9	7	2	16
3	25	23	19	21	12	9	7	2	18
4	25	23	19	21	12	9	7	2	18
5	25	23	19	21	12	9	7	2	17
6	25	23	19	21	12	9	7	2	19
7	25	23	19	21	12	9	7	2	17
8	25	23	19	21	12	9	7	2	19
9	25	23	19	21	12	9	7	2	19
10	25	23	19	21	12	9	7	2	19
11	25	23	19	21	12	9	7	2	19
12	25	23	19	21	12	9	7	2	18
13	25	23	19	21	12	9	7	2	19
14	25	23	19	21	12	9	7	2	19
15	25	23	19	21	12	9	7	2	18
16	25	23	19	21	12	9	7	2	16
17	25	23	19	21	12	9	7	2	18
18	25	23	19	21	12	9	7	2	17
19	25	23	19	21	12	9	7	2	17
20	25	23	19	21	12	9	7	2	18
21	25	23	19	21	12	9	7	2	16
22	25	23	19	21	12	9	7	2	19
23	25	23	19	21	12	9	7	2	18
24	25	23	19	21	12	9	7	2	18
25	25	23	19	21	12	9	7	2	16
26	25	23	19	21	12	9	7	2	18
27	25	23	19	21	12	9	7	2	18
28	25	23	19	21	12	9	7	2	19
29	25	23	19	21	12	9	7	2	19
30	25	23	19	21	12	9	7	2	19
31	25	23	19	21	12	9	7	2	18
32	25	23	19	21	12	9	7	2	19
33	25	23	19	21	12	9	7	2	15
34	25	23	19	21	12	9	7	2	19
35	25	23	19	21	12	9	7	2	19
36	25	23	19	21	12	9	7	2	19
37	25	23	19	21	12	9	7	2	15
38	25	23	19	21	12	9	7	2	19
39	25	23	19	21	12	9	7	2	19
40	25	23	19	21	12	9	7	2	16
41	25	23	19	21	12	9	7	2	16
42	25	23	19	21	12	9	7	2	16
43	25	23	19	21	12	9	7	2	19
44	25	23	19	21	12	9	7	2	16
45	25	23	19	21	12	9	7	2	19
46	25	23	19	21	12	9	7	2	15
47	25	23	19	21	12	9	7	2	17
48	25	23	19	21	12	9	7	2	19
49	25	23	19	21	12	9	7	2	18
50	25	23	19	21	12	9	7	2	17
51	25	23	19	21	12	9	7	2	18
52	25	23	19	21	12	9	7	2	18
53	25	23	19	21	12	9	7	2	19
54	25	23	19	21	12	9	7	2	18
55	25	23	19	21	12	9	7	2	19
56	25	23	19	21	12	9	7	2	17
57	25	23	19	21	12	9	7	2	16
58	25	23	19	21	12	9	7	2	18
59	25	23	19	21	12	9	7	2	15
60	25	23	19	21	12	9	7	2	16
61	25	23	19	21	12	9	7	2	17
62	25	23	19	21	12	9	7	2	16
63	25	23	19	21	12	9	7	2	18
64	25	23	19	21	12	9	7	2	17
65	25	23	19	21	12	9	7	2	19
66	25	23	19	21	12	9	7	2	19
67	25	23	19	21	12	9	7	2	19
68	25	23	19	21	12	9	7	2	19
69	25	23	19	21	12	9	7	2	18
70	25	23	19	21	12	9	7	2	18
71	25	23	19	21	12	9	7	2	16
72	25	23	19	21	12	9	7	2	18
73	25	23	19	21	12	9	7	2	19
74	25	23	19	21	12	9	7	2	16
75	25	23	19	21	12	9	7	2	18
76	25	23	19	21	12	9	7	2	19
77	25	23	19	21	12	9	7	2	17
78	25	23	19	21	12	9	7	2	19
79	25	23	19	21	12	9	7	2	18
80	25	23	19	21	12	9	7	2	17
81	25	23	19	21	12	9	7	2	16
82	25	23	19	21	12	9	7	2	18
83	25	23	19	21	12	9	7	2	17
84	25	23	19	21	12	9	7	2	19
85	25	23	19	21	12	9	7	2	16
86	25	23	19	21	12	9	7	2	18
87	25	23	19	21	12	9	7	2	19
88	25	23	19	21	12	9	7	2	19
89	25	23	19	21	12	9	7	2	17
90	25	23	19	21	12	9	7	2	17
91	25	23	19	21	12	9	7	2	18
92	25	23	19	21	12	9	7	2	18
93	25	23	19	21	12	9	7	2	18
94	25	23	19	21	12	9	7	2	16
95	25	23	19	21	12	9	7	2	19
96	25	23	19	21	12	9	7	2	16
97	25	23	19	21	12	9	7	2	17
98	25	23	19	21	12	9	7	2	19
99	25	23	19	21	12	9	7	2	16
100	25	23	19	21	12	9	7	2	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	20	19	1	28	18	12	11	16	10
1	21	20	16	17	15	1	2	8	11
2	23	27	13	17	15	1	2	6	15
3	21	27	16	26	18	22	28	10	15
4	1	24	9	4	2	16	14	8	15
5	10	26	11	9	22	27	25	7	15
6	10	15	28	9	20	11	25	19	15
7	19	7	21	16	22	4	13	1	15
8	25	8	22	12	21	13	15	6	15
9	10	1	22	5	23	13	26	6	15
10	27	22	15	2	25	17	4	14	15
11	27	22	11	24	7	28	1	12	15
12	24	28	10	22	11	4	1	26	15
13	24	23	28	5	15	3	12	19	15
14	24	9	6	15	2	10	21	18	15
15	7	9	14	16	6	1	21	18	15
16	21	13	14	18	12	10	11	8	15
17	4	22	27	18	11	13	8	20	15
18	3	15	23	9	20	25	24	17	15
19	3	14	5	6	1	16	19	7	15
20	15	4	12	5	14	19	13	22	15

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	15	4	12	5	14	19	13	22	3
1	15	6	12	5	14	19	13	22	3
2	15	6	12	5	14	10	13	22	3
3	15	9	12	5	14	10	13	22	7
4	15	9	12	5	14	10	13	4	10
5	15	9	12	5	2	10	13	4	9
6	15	9	12	5	2	10	13	4	8
7	15	9	12	5	2	10	13	4	7
8	15	9	12	5	2	10	13	4	9
9	15	9	12	5	2	10	13	4	10
10	15	9	12	5	2	19	13	4	11
11	15	9	12	5	2	23	13	4	11
12	15	9	12	5	2	6	13	4	10
13	15	9	12	5	2	6	13	4	11
14	15	9	12	5	2	6	23	4	10
15	15	9	12	5	2	6	23	4	9
16	15	9	12	5	2	6	23	4	11
17	15	9	17	5	2	6	23	4	10
18	15	9	17	5	2	6	23	4	11
19	15	9	17	5	2	6	11	4	12
20	15	9	26	5	2	6	11	4	14
21	15	17	26	5	2	6	11	4	11
22	15	17	26	5	2	6	11	4	12
23	15	17	26	5	2	6	11	4	13
24	15	17	26	5	2	6	11	4	11
25	15	17	26	5	2	6	11	4	13
26	15	17	26	5	2	6	11	4	12
27	15	17	26	5	2	6	11	4	13
28	15	17	26	5	2	6	11	4	13
29	15	17	26	5	2	6	11	4	13
30	15	17	26	5	2	6	11	4	14
31	15	17	26	5	2	6	18	4	14
32	23	17	26	5	2	6	18	4	12
33	23	17	26	5	2	6	18	4	13
34	23	17	26	5	2	6	18	4	13
35	23	17	26	5	2	6	18	4	14
36	23	8	26	5	2	6	18	4	14
37	23	17	26	5	2	6	18	4	11
38	23	17	26	5	2	6	18	4	11
39	23	17	26	5	2	6	18	4	14
40	21	17	26	5	2	6	18	4	12
41	21	17	26	5	2	6	18	4	13
42	21	17	26	5	2	6	18	4	13
43	21	17	26	5	2	6	18	4	13
44	21	17	26	5	2	6	18	4	12
45	21	17	26	5	2	6	18	4	13
46	21	17	26	5	2	6	18	4	14
47	21	17	26	5	2	6	10	4	14
48	21	12	26	5	2	6	10	4	12
49	21	12	26	5	2	6	10	4	11
50	21	12	26	5	2	6	10	4	13
51	21	12	26	5	2	6	10	4	12
52	21	12	26	5	2	6	10	4	13
53	21	12	26	5	2	6	10	4	13
54	21	12	26	5	2	6	10	4	13
55	21	12	26	5	2	6	10	4	15
56	21	12	26	5	2	6	1	4	13
57	21	12	26	5	2	6	1	4	14
58	21	12	26	5	2	6	1	4	13
59	21	12	26	5	2	6	1	4	14
60	21	12	26	5	2	6	1	4	13
61	21	12	26	5	2	6	1	4	12
62	21	12	26	5	2	6	1	4	12
63	21	12	26	5	2	6	1	4	13
64	21	12	26	5	2	6	1	4	12
65	21	12	26	5	2	6	1	4	14
66	21	12	26	5	2	6	1	4	15
67	21	17	26	5	2	6	1	4	17
68	21	28	26	5	2	6	1	4	15
69	21	28	26	5	2	6	1	4	18
70	21	28	15	5	2	6	1	4	16
71	21	28	15	5	2	6	1	4	16
72	21	28	15	5	2	6	1	4	15
73	21	28	15	5	2	6	1	4	17
74	21	28	15	5	2	6	1	4	18
75	21	28	15	9	2	6	1	4	14
76	21	28	15	9	2	6	1	4	14
77	21	28	15	9	2	6	1	4	15
78	21	28	15	9	2	6	1	4	16
79	21	28	15	9	2	6	1	4	17
80	21	28	15	9	2	6	1	4	14
81	21	28	15	9	2	6	1	4	17
82	21	28	15	9	2	6	1	4	16
83	21	28	15	9	2	6	1	4	15
84	21	28	15	9	2	6	1	4	17
85	21	28	15	9	2	6	1	4	18
86	21	28	8	9	2	6	1	4	17
87	21	28	8	9	2	6	1	4	17
88	21	28	8	9	2	6	1	4	16
89	21	28	8	9	2	6	1	4	19
90	21	28	8	9	15	6	1	4	18
91	21	28	8	9	15	6	1	4	18
92	21	28	8	9	15	6	1	4	17
93	21	28	8	9	15	6	1	4	18
94	21	28	8	9	15	6	1	4	14
95	21	28	8	9	15	6	1	4	15
96	21	28	8	9	15	6	1	4	18
97	21	28	8	9	15	6	1	4	15
98	21	28	8	9	15	6	1	4	18
99	21	28	8	9	15	6	1	4	16
100	21	28	8	9	15	6	1	4	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	21	28	8	9	15	6	1	4	18
1	21	28	8	9	15	6	1	4	18
2	21	28	8	9	15	6	1	4	18
3	21	28	8	9	15	6	1	4	18
4	21	28	8	9	15	6	1	4	19
5	21	28	17	9	15	6	1	4	17
6	21	28	17	9	15	6	1	4	16
7	21	28	17	9	15	6	1	4	16
8	21	28	17	9	15	6	1	4	18
9	21	28	17	9	15	6	1	4	16
10	21	28	17	9	15	6	1	4	18
11	21	28	17	9	15	6	1	4	17
12	21	28	17	9	15	6	1	4	17
13	21	28	17	9	15	6	1	4	17
14	21	28	17	9	15	6	1	4	16
15	21	28	17	9	15	6	1	4	18
16	21	28	17	9	15	6	1	4	17
17	21	28	17	9	15	6	1	4	17
18	21	28	17	9	15	6	1	4	15
19	21	28	17	9	15	6	1	4	16
20	21	28	17	9	15	6	1	4	15
21	21	28	17	9	15	6	1	4	15
22	21	28	17	9	15	6	1	4	17
23	21	28	17	9	15	6	1	4	14
24	21	28	17	9	15	6	1	4	14
25	21	28	17	9	15	6	1	4	17
26	21	28	17	9	15	6	1	4	20
27	27	28	17	9	15	6	1	4	17
28	27	28	17	9	15	6	1	4	18
29	27	28	17	9	15	6	1	4	16
30	27	28	17	9	15	6	1	4	16
31	27	28	17	9	15	6	1	4	16
32	27	28	17	9	15	6	1	4	19
33	27	28	17	9	15	6	1	4	18
34	27	28	17	9	15	6	1	4	18
35	27	28	17	9	15	6	1	4	19
36	27	28	17	9	15	6	1	4	18
37	27	28	17	9	15	6	1	4	19
38	27	28	17	9	15	6	1	4	18
39	27	28	17	9	15	6	1	4	18
40	27	28	17	9	15	6	1	4	15
41	27	28	17	9	15	6	1	4	19
42	27	28	17	9	15	6	1	4	18
43	27	28	17	9	15	6	1	4	19
44	27	28	17	9	15	6	1	4	16
45	27	28	17	9	15	6	1	4	19
46	27	28	17	9	15	6	1	4	17
47	27	28	17	9	15	6	1	4	19
48	27	28	17	9	15	6	1	4	18
49	27	28	17	9	15	6	1	4	17
50	27	28	17	9	15	6	1	4	18
51	27	28	17	9	15	6	1	4	18
52	27	28	17	9	15	6	1	4	19
53	27	28	17	9	15	6	1	4	19
54	27	28	17	9	15	6	1	4	17
55	27	28	17	9	15	6	1	4	16
56	27	28	17	9	15	6	1	4	19
57	27	28	17	9	15	6	1	4	17
58	27	28	17	9	15	6	1	4	19
59	27	28	17	9	15	6	1	4	18
60	27	28	17	9	15	6	1	4	18
61	27	28	17	9	15	6	1	4	18
62	27	28	17	9	15	6	1	4	18
63	27	28	17	9	15	6	1	4	18
64	27	28	17	9	15	6	1	4	18
65	27	28	17	9	15	6	1	4	18
66	27	28	17	9	15	6	1	4	18
67	27	28	17	9	15	6	1	4	17
68	27	28	17	9	15	6	1	4	19
69	27	28	17	9	15	6	1	4	18
70	27	28	17	9	15	6	1	4	18
71	27	28	17	9	15	6	1	4	18
72	27	28	17	9	15	6	1	4	18
73	27	28	17	9	15	6	1	4	18
74	27	28	17	9	15	6	1	4	17
75	27	28	17	9	15	6	1	4	18
76	27	28	17	9	15	6	1	4	17
77	27	28	17	9	15	6	1	4	18
78	27	28	17	9	15	6	1	4	18
79	27	28	17	9	15	6	1	4	16
80	27	28	17	9	15	6	1	4	18
81	27	28	17	9	15	6	1	4	19
82	27	28	17	9	15	6	1	4	18
83	27	28	17	9	15	6	1	4	17
84	27	28	17	9	15	6	1	4	18
85	27	28	17	9	15	6	1	4	19
86	27	28	17	9	15	6	1	4	18
87	27	28	17	9	15	6	1	4	18
88	27	28	17	9	15	6	1	4	16
89	27	28	17	9	15	6	1	4	19
90	27	28	17	9	15	6	1	4	19
91	27	28	17	9	15	6	1	4	16
92	27	28	17	9	15	6	1	4	15
93	27	28	17	9	15	6	1	4	18
94	27	28	17	9	15	6	1	4	19
95	27	28	17	9	15	6	1	4	19
96	27	28	17	9	15	6	1	4	19
97	27	28	17	9	15	6	1	4	18
98	27	28	17	9	15	6	1	4	17
99	27	28	17	9	15	6	1	4	19
100	27	28	17	9	15	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	27	28	17	9	15	6	1	4	18
1	27	28	17	9	15	6	1	4	18
2	27	28	17	9	15	6	1	4	19
3	27	28	17	9	15	6	1	4	18
4	27	28	17	9	15	6	1	4	17
5	27	28	17	9	15	6	1	4	16
6	27	28	17	9	15	6	1	4	18
7	27	28	17	9	15	6	1	4	18
8	27	28	17	9	15	6	1	4	18
9	27	28	17	9	15	6	1	4	18
10	27	28	17	9	15	6	1	4	17
11	27	28	17	9	15	6	1	4	19
12	27	28	17	9	15	6	1	4	19
13	27	28	17	9	15	6	1	4	18
14	27	28	17	9	15	6	1	4	19
15	27	28	17	9	15	6	1	4	16
16	27	28	17	9	15	6	1	4	19
17	27	28	17	9	15	6	1	4	19
18	27	28	17	9	15	6	1	4	19
19	27	28	17	9	15	6	1	4	19
20	27	28	17	9	15	6	1	4	17
21	27	28	17	9	15	6	1	4	17
22	27	28	17	9	15	6	1	4	16
23	27	28	17	9	15	6	1	4	19
24	27	28	17	9	15	6	1	4	19
25	27	28	17	9	15	6	1	4	16
26	27	28	17	9	15	6	1	4	19
27	27	28	17	9	15	6	1	4	19
28	27	28	17	9	15	6	1	4	18
29	27	28	17	9	15	6	1	4	18
30	27	28	17	9	15	6	1	4	18
31	27	28	17	9	15	6	1	4	17
32	27	28	17	9	15	6	1	4	18
33	27	28	17	9	15	6	1	4	18
34	27	28	17	9	15	6	1	4	17
35	27	28	17	9	15	6	1	4	16
36	27	28	17	9	15	6	1	4	18
37	27	28	17	9	15	6	1	4	17
38	27	28	17	9	15	6	1	4	17
39	27	28	17	9	15	6	1	4	17
40	27	28	17	9	15	6	1	4	17
41	27	28	17	9	15	6	1	4	19
42	27	28	17	9	15	6	1	4	18
43	27	28	17	9	15	6	1	4	17
44	27	28	17	9	15	6	1	4	16
45	27	28	17	9	15	6	1	4	17
46	27	28	17	9	15	6	1	4	16
47	27	28	17	9	15	6	1	4	17
48	27	28	17	9	15	6	1	4	15
49	27	28	17	9	15	6	1	4	19
50	27	28	17	9	15	6	1	4	18
51	27	28	17	9	15	6	1	4	18
52	27	28	17	9	15	6	1	4	19
53	27	28	17	9	15	6	1	4	19
54	27	28	17	9	15	6	1	4	18
55	27	28	17	9	15	6	1	4	17
56	27	28	17	9	15	6	1	4	17
57	27	28	17	9	15	6	1	4	16
58	27	28	17	9	15	6	1	4	17
59	27	28	17	9	15	6	1	4	18
60	27	28	17	9	15	6	1	4	17
61	27	28	17	9	15	6	1	4	18
62	27	28	17	9	15	6	1	4	18
63	27	28	17	9	15	6	1	4	18
64	27	28	17	9	15	6	1	4	15
65	27	28	17	9	15	6	1	4	19
66	27	28	17	9	15	6	1	4	16
67	27	28	17	9	15	6	1	4	18
68	27	28	17	9	15	6	1	4	15
69	27	28	17	9	15	6	1	4	17
70	27	28	17	9	15	6	1	4	17
71	27	28	17	9	15	6	1	4	17
72	27	28	17	9	15	6	1	4	17
73	27	28	17	9	15	6	1	4	17
74	27	28	17	9	15	6	1	4	19
75	27	28	17	9	15	6	1	4	17
76	27	28	17	9	15	6	1	4	18
77	27	28	17	9	15	6	1	4	17
78	27	28	17	9	15	6	1	4	18
79	27	28	17	9	15	6	1	4	19
80	27	28	17	9	15	6	1	4	18
81	27	28	17	9	15	6	1	4	16
82	27	28	17	9	15	6	1	4	18
83	27	28	17	9	15	6	1	4	18
84	27	28	17	9	15	6	1	4	17
85	27	28	17	9	15	6	1	4	19
86	27	28	17	9	15	6	1	4	19
87	27	28	17	9	15	6	1	4	16
88	27	28	17	9	15	6	1	4	15
89	27	28	17	9	15	6	1	4	17
90	27	28	17	9	15	6	1	4	18
91	27	28	17	9	15	6	1	4	17
92	27	28	17	9	15	6	1	4	17
93	27	28	17	9	15	6	1	4	17
94	27	28	17	9	15	6	1	4	19
95	27	28	17	9	15	6	1	4	19
96	27	28	17	9	15	6	1	4	16
97	27	28	17	9	15	6	1	4	18
98	27	28	17	9	15	6	1	4	17
99	27	28	17	9	15	6	1	4	19
100	27	28	17	9	15	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	27	28	17	9	15	6	1	4	17
1	27	28	17	9	15	6	1	4	16
2	27	28	17	9	15	6	1	4	19
3	27	28	17	9	15	6	1	4	16
4	27	28	17	9	15	6	1	4	17
5	27	28	17	9	15	6	1	4	18
6	27	28	17	9	15	6	1	4	17
7	27	28	17	9	15	6	1	4	18
8	27	28	17	9	15	6	1	4	15
9	27	28	17	9	15	6	1	4	19
10	27	28	17	9	15	6	1	4	17
11	27	28	17	9	15	6	1	4	16
12	27	28	17	9	15	6	1	4	17
13	27	28	17	9	15	6	1	4	15
14	27	28	17	9	15	6	1	4	19
15	27	28	17	9	15	6	1	4	15
16	27	28	17	9	15	6	1	4	18
17	27	28	17	9	15	6	1	4	18
18	27	28	17	9	15	6	1	4	17
19	27	28	17	9	15	6	1	4	17
20	27	28	17	9	15	6	1	4	18
21	27	28	17	9	15	6	1	4	17
22	27	28	17	9	15	6	1	4	16
23	27	28	17	9	15	6	1	4	19
24	27	28	17	9	15	6	1	4	17
25	27	28	17	9	15	6	1	4	17
26	27	28	17	9	15	6	1	4	17
27	27	28	17	9	15	6	1	4	18
28	27	28	17	9	15	6	1	4	16
29	27	28	17	9	15	6	1	4	15
30	27	28	17	9	15	6	1	4	18
31	27	28	17	9	15	6	1	4	16
32	27	28	17	9	15	6	1	4	17
33	27	28	17	9	15	6	1	4	18
34	27	28	17	9	15	6	1	4	17
35	27	28	17	9	15	6	1	4	16
36	27	28	17	9	15	6	1	4	19
37	27	28	17	9	15	6	1	4	15
38	27	28	17	9	15	6	1	4	19
39	27	28	17	9	15	6	1	4	18
40	27	28	17	9	15	6	1	4	17
41	27	28	17	9	15	6	1	4	18
42	27	28	17	9	15	6	1	4	19
43	27	28	17	9	15	6	1	4	18
44	27	28	17	9	15	6	1	4	18
45	27	28	17	9	15	6	1	4	17
46	27	28	17	9	15	6	1	4	15
47	27	28	17	9	15	6	1	4	18
48	27	28	17	9	15	6	1	4	18
49	27	28	17	9	15	6	1	4	19
50	27	28	17	9	15	6	1	4	18
51	27	28	17	9	15	6	1	4	18
52	27	28	17	9	15	6	1	4	18
53	27	28	17	9	15	6	1	4	17
54	27	28	17	9	15	6	1	4	18
55	27	28	17	9	15	6	1	4	19
56	27	28	17	9	15	6	1	4	17
57	27	28	17	9	15	6	1	4	16
58	27	28	17	9	15	6	1	4	18
59	27	28	17	9	15	6	1	4	16
60	27	28	17	9	15	6	1	4	17
61	27	28	17	9	15	6	1	4	19
62	27	28	17	9	15	6	1	4	16
63	27	28	17	9	15	6	1	4	18
64	27	28	17	9	15	6	1	4	19
65	27	28	17	9	15	6	1	4	18
66	27	28	17	9	15	6	1	4	16
67	27	28	17	9	15	6	1	4	19
68	27	28	17	9	15	6	1	4	16
69	27	28	17	9	15	6	1	4	19
70	27	28	17	9	15	6	1	4	17
71	27	28	17	9	15	6	1	4	17
72	27	28	17	9	15	6	1	4	18
73	27	28	17	9	15	6	1	4	15
74	27	28	17	9	15	6	1	4	17
75	27	28	17	9	15	6	1	4	15
76	27	28	17	9	15	6	1	4	18
77	27	28	17	9	15	6	1	4	17
78	27	28	17	9	15	6	1	4	16
79	27	28	17	9	15	6	1	4	18
80	27	28	17	9	15	6	1	4	19
81	27	28	17	9	15	6	1	4	15
82	27	28	17	9	15	6	1	4	17
83	27	28	17	9	15	6	1	4	18
84	27	28	17	9	15	6	1	4	18
85	27	28	17	9	15	6	1	4	18
86	27	28	17	9	15	6	1	4	19
87	27	28	17	9	15	6	1	4	19
88	27	28	17	9	15	6	1	4	17
89	27	28	17	9	15	6	1	4	16
90	27	28	17	9	15	6	1	4	19
91	27	28	17	9	15	6	1	4	19
92	27	28	17	9	15	6	1	4	18
93	27	28	17	9	15	6	1	4	19
94	27	28	17	9	15	6	1	4	18
95	27	28	17	9	15	6	1	4	19
96	27	28	17	9	15	6	1	4	18
97	27	28	17	9	15	6	1	4	19
98	27	28	17	9	15	6	1	4	15
99	27	28	17	9	15	6	1	4	17
100	27	28	17	9	15	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	27	28	17	9	15	6	1	4	18
1	27	28	17	9	15	6	1	4	15
2	27	28	17	9	15	6	1	4	16
3	27	28	17	9	15	6	1	4	15
4	27	28	17	9	15	6	1	4	18
5	27	28	17	9	15	6	1	4	16
6	27	28	17	9	15	6	1	4	19
7	27	28	17	9	15	6	1	4	18
8	27	28	17	9	15	6	1	4	18
9	27	28	17	9	15	6	1	4	16
10	27	28	17	9	15	6	1	4	18
11	27	28	17	9	15	6	1	4	19
12	27	28	17	9	15	6	1	4	19
13	27	28	17	9	15	6	1	4	18
14	27	28	17	9	15	6	1	4	18
15	27	28	17	9	15	6	1	4	19
16	27	28	17	9	15	6	1	4	16
17	27	28	17	9	15	6	1	4	17
18	27	28	17	9	15	6	1	4	18
19	27	28	17	9	15	6	1	4	18
20	27	28	17	9	15	6	1	4	16
21	27	28	17	9	15	6	1	4	17
22	27	28	17	9	15	6	1	4	19
23	27	28	17	9	15	6	1	4	18
24	27	28	17	9	15	6	1	4	18
25	27	28	17	9	15	6	1	4	17
26	27	28	17	9	15	6	1	4	17
27	27	28	17	9	15	6	1	4	17
28	27	28	17	9	15	6	1	4	17
29	27	28	17	9	15	6	1	4	17
30	27	28	17	9	15	6	1	4	16
31	27	28	17	9	15	6	1	4	19
32	27	28	17	9	15	6	1	4	19
33	27	28	17	9	15	6	1	4	17
34	27	28	17	9	15	6	1	4	18
35	27	28	17	9	15	6	1	4	17
36	27	28	17	9	15	6	1	4	16
37	27	28	17	9	15	6	1	4	17
38	27	28	17	9	15	6	1	4	17
39	27	28	17	9	15	6	1	4	18
40	27	28	17	9	15	6	1	4	19
41	27	28	17	9	15	6	1	4	18
42	27	28	17	9	15	6	1	4	18
43	27	28	17	9	15	6	1	4	17
44	27	28	17	9	15	6	1	4	17
45	27	28	17	9	15	6	1	4	19
46	27	28	17	9	15	6	1	4	15
47	27	28	17	9	15	6	1	4	16
48	27	28	17	9	15	6	1	4	18
49	27	28	17	9	15	6	1	4	18
50	27	28	17	9	15	6	1	4	18
51	27	28	17	9	15	6	1	4	19
52	27	28	17	9	15	6	1	4	18
53	27	28	17	9	15	6	1	4	17
54	27	28	17	9	15	6	1	4	17
55	27	28	17	9	15	6	1	4	18
56	27	28	17	9	15	6	1	4	19
57	27	28	17	9	15	6	1	4	18
58	27	28	17	9	15	6	1	4	18
59	27	28	17	9	15	6	1	4	17
60	27	28	17	9	15	6	1	4	15
61	27	28	17	9	15	6	1	4	19
62	27	28	17	9	15	6	1	4	17
63	27	28	17	9	15	6	1	4	17
64	27	28	17	9	15	6	1	4	16
65	27	28	17	9	15	6	1	4	16
66	27	28	17	9	15	6	1	4	17
67	27	28	17	9	15	6	1	4	19
68	27	28	17	9	15	6	1	4	18
69	27	28	17	9	15	6	1	4	19
70	27	28	17	9	15	6	1	4	19
71	27	28	17	9	15	6	1	4	18
72	27	28	17	9	15	6	1	4	19
73	27	28	17	9	15	6	1	4	18
74	27	28	17	9	15	6	1	4	17
75	27	28	17	9	15	6	1	4	19
76	27	28	17	9	15	6	1	4	17
77	27	28	17	9	15	6	1	4	17
78	27	28	17	9	15	6	1	4	16
79	27	28	17	9	15	6	1	4	18
80	27	28	17	9	15	6	1	4	18
81	27	28	17	9	15	6	1	4	18
82	27	28	17	9	15	6	1	4	18
83	27	28	17	9	15	6	1	4	19
84	27	28	17	9	15	6	1	4	18
85	27	28	17	9	15	6	1	4	18
86	27	28	17	9	15	6	1	4	17
87	27	28	17	9	15	6	1	4	17
88	27	28	17	9	15	6	1	4	17
89	27	28	17	9	15	6	1	4	19
90	27	28	17	9	15	6	1	4	19
91	27	28	17	9	15	6	1	4	18
92	27	28	17	9	15	6	1	4	16
93	27	28	17	9	15	6	1	4	17
94	27	28	17	9	15	6	1	4	18
95	27	28	17	9	15	6	1	4	19
96	27	28	17	9	15	6	1	4	18
97	27	28	17	9	15	6	1	4	18
98	27	28	17	9	15	6	1	4	18
99	27	28	17	9	15	6	1	4	17
100	27	28	17	9	15	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	27	28	17	9	15	6	1	4	15
1	27	28	17	9	15	6	1	4	19
2	27	28	17	9	15	6	1	4	17
3	27	28	17	9	15	6	1	4	18
4	27	28	17	9	15	6	1	4	19
5	27	28	17	9	15	6	1	4	19
6	27	28	17	9	15	6	1	4	17
